Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred,File_Name
S-2020-381405,2/11/2020 14:10,Term 4,Emergency Situation,Regional North,Tuggerah Lakes,Police Operation,,,The school was placed into lockdown at request of Police due to a Police Operation.  School returned to normal approximately 40 minutes later.  Director on site.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381419,2/11/2020 14:16,Term 4,Emergency Situation,Metropolitan North,The Forest,Utility Failure,,,"Executive employee reports the school does not have access to consumable water. Internal stakeholders have been notified. School remains fully operational. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381451,2/11/2020 14:29,Term 4,Violence,Rural North,Lismore,Assault,,,"An executive staff member reports xxxxx students sustained injuries after a physical altercation on school grounds. First aid was administered. Parents were contacted. A parent has made comments regarding xxxxx xxxxx xxxxx the xxxxx. One of the student's will be collected by a family member to seek further medical treatment. Director, Educational Leadership has been made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381548,2/11/2020 15:14,Term 4,Violence,Regional South,Campbelltown,Indecent Assault,,,"Executive staff member reports XXXX student have allegedly been indecently assaulted by another student on school grounds. #### has been followed. Police will be contacted. Parents will be notified. Supports in place for student impacted. Director, Educational Leadership will be advised.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381557,2/11/2020 15:18,Term 4,Violence,Metropolitan North,Mount Druitt,Assault,,,A student assaulted another student with a weapon on school grounds. Injuries were sustained. First aid was applied. Parents were notified and both students have been collected. The weapon is xxxxx in the possession of staff. Police will be notified.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381663,2/11/2020 15:51,Term 4,Welfare,Regional South,Campbelltown,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports a student has absconded from an offsite excursion, after refusing returning to school on the school bus. Police and parents have been contacted. Student's location is currently unknown.",1,Excursion,2020-biannual-incident-report-n2.csv
S-2020-381819,3/11/2020 8:33,Term 4,Welfare,Rural South and West,Temora,Student Welfare Concerns,Absconding / Missing Student,"Steal, Extort or Fraud",Executive staff member reports XXXX students absconded from school grounds and were involved in theft. Parents notified. Police were advised and located the students. School will continue to manage. School will continue to manage.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382068,3/11/2020 11:10,Term 4,Emergency Situation,Regional North and West,Bathurst,Police Operation,,,"Employee reports a police operation is currently taking place in close proximity to school grounds. The school is in lock down as advised by Police. The police operation is non-school related. No injuries have been sustained. Media Unit will be notified. Director, Educational Leadership is aware.  ",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382185,3/11/2020 12:07,Term 4,Welfare,Rural South and West,Albury,Attempted Suicide,,Threat / Intimidation / Offens. Conduct,A staff member reported being threatened by a student on school grounds. The student attempted self harm on school grounds and disclosed they attempted suicide off school grounds. No injuries were sustained. Parents will be notified. Supports are in place for the student and staff member. The school will continue to manage the matter.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382266,3/11/2020 12:54,Term 4,Welfare,Regional South,South Coast,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff member reports a student has absconded from school grounds. Student's current location is unknown. Parents notified. Police have been advised. Director, Educational Leadership will be advised.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382519,3/11/2020 15:10,Term 4,Violence,Metropolitan North,Quakers Hill,Assault,,,"Executive staff report of a physical altercation between students. A student sustained injuries and was provided first aid. Parents of students notified. School is managing the matter on a local level. Director, Education and Leadership will be informed.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382609,3/11/2020 15:38,Term 4,Welfare,Rural South and West,Queanbeyan,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports a student's whereabouts is unknown. Police will be contacted. #### has been followed. Supports are being organised. Director, Educational Leadership will be informed.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382674,3/11/2020 16:03,Term 4,Violence,Metropolitan South & South West,Eastern Creek,Assault,,,Executive staff reports that a xxxxx student came onto school grounds along with xxxxx unknown xxxxx xxxxx looking for a student xxxxx was xxxxx xxxxx. They verbally abused staff and left the school. They subsequently assaulted another student at a xxxxx xxxxx xxxxx. Staff intervened and were also assaulted. Police were called and are xxxxx investigating. Parents have been notified.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382749,3/11/2020 16:38,Term 4,Welfare,Rural South and West,Queanbeyan,Student Welfare Concerns,Absconding / Missing Student,,Executive staff report a student had absconded from school grounds. Parents were notified and attended. Student was conveyed home by their parent.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-382935,4/11/2020 10:13,Term 4,Emergency Situation,Metropolitan South,Bondi,Utility Failure,,,"Employee reports a gas leak on school grounds. No students were exposed. External contractors and emergency services have been notified and attended. School is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-383241,4/11/2020 12:42,Term 4,Violence,Rural North,Grafton,Indecent Assault,,,An executive staff member reported XXXX students inappropriately touched another student on school grounds. Parents have been contacted. All #### has been followed.  Supports are in place. The Director of Educational Leadership will be informed.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-383276,4/11/2020 12:53,Term 4,Emergency Situation,Regional North and West,Coffs Harbour,Police Operation,,,"An executive staff member reported police attended the school and conveyed a student to the police station in relation to an incident of cyberbullying which occurred off school grounds. Parents are aware. Support is in place for the students involved. Director, Educational leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-383343,4/11/2020 13:40,Term 4,Welfare,Metropolitan South,Chullora,Student Behaviour,,,"An executive staff member reports a student has xxxxx a xxxxx xxxxx on school grounds. No injuries were sustained and parents have been notified. A xxxxx xxxxx was located and has been secured for police collection. The school will continue to manage the incident. The Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-383448,4/11/2020 14:28,Term 4,Welfare,Rural South and West,Albury,Attempted Suicide,,,"An executive staff member reported a student's parent notified the school that the student attempted suicide off school grounds. The student was conveyed to hospital by their parents. #### will be followed. Support is being arranged for the student. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-383522,4/11/2020 14:59,Term 4,Substances,Regional South,Campbelltown,Usage and Consumption of Substances,,,An executive staff member reported a student appeared to be under the influence of an illicit substance on school grounds. Parent and ambulance were contacted. The student was conveyed to hospital by ambulance. The student's parent has made allegations against the school as a result of the incident. Supports are in place for the student. The Director of Educational Leadership will be notified.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
